latitude;longitude;GoPlaceIt_CL;PortalInmobiliario;Yapo
-33.4395174;-70.6421144;1.0;4.0;2.0
-33.4395172;-70.6413631;1.0;1.0;
-33.439516;-70.6221044;;1.0;
-33.4395138;-70.6596932;1.0;;
-33.4395103;-70.5933304;;1.0;
-33.439506;-70.6050625;;4.0;1.0
-33.4395034;-70.624979;1.0;;
-33.4394993;-70.6306908;3.0;6.0;2.0
-33.4394989;-70.6156006;;1.0;
-33.4394978;-70.6417187;;1.0;
-33.4394974;-70.6029459;;1.0;
-33.4394913;-70.5933075;;1.0;
-33.43949;-70.61345;;;3.0
-33.4394842;-70.6620545;3.0;5.0;1.0
-33.4394836;-70.662056;;2.0;
-33.4394836;-70.6306992;;7.0;
-33.4394824;-70.63070239999999;1.0;;
-33.4394818;-70.6003926;1.0;9.0;
-33.4394814;-70.6306693;1.0;1.0;
-33.4394719;-70.6615144;1.0;2.0;1.0
-33.439471786718;-70.660402475586;1.0;;
-33.4394715;-70.6727149;;1.0;
-33.43947145;-70.672714933333;1.0;;
-33.4394684;-70.5998688;;2.0;
-33.4394679;-70.6249146;;2.0;
-33.439463483161326;-70.67410469055176;;;1.0
-33.4394634;-70.651244;;1.0;
-33.4394619;-70.6148404;;1.0;
-33.43946;-70.615544;1.0;1.0;
-33.439457;-70.6069383;;1.0;
-33.439457;-70.602989;;4.0;7.0
-33.43945697;-70.60693827;1.0;;
-33.4394493;-70.6329117;;4.0;
-33.439446;-70.646596;1.0;;
-33.4394456;-70.5986488;;1.0;
-33.439445577408;-70.598648786545;1.0;;
-33.4394431;-70.6308914;8.0;6.0;
-33.4394421;-70.6469896;3.0;1.0;1.0
-33.4394417;-70.6410904;;2.0;
-33.4394417;-70.6308899;;7.0;
-33.4394416;-70.6307534;1.0;2.0;
-33.4394376;-70.6421488;;3.0;
-33.4394362;-70.6310117;;1.0;
-33.4394348;-70.62100279999999;1.0;;
-33.4394341;-70.6249237;;1.0;
-33.4394304;-70.64127630000002;;;1.0
-33.4394304;-70.6412763;;1.0;
-33.4394302;-70.6307907;;2.0;
-33.4394302;-70.6015167;;1.0;
-33.439429;-70.6015193;;1.0;
-33.4394268;-70.6419068;;1.0;
-33.4394237;-70.63090360000001;;;1.0
-33.4394237;-70.6309036;;1.0;
-33.4394226;-70.5928345;;1.0;
-33.4394221;-70.5891636;;1.0;1.0
-33.4394198;-70.6030165;2.0;5.0;2.0
-33.4394197;-70.6072217;1.0;;
-33.4394197;-70.6001089;1.0;;
-33.4394188;-70.6030197;;2.0;
-33.4394175;-70.6453025;;3.0;
-33.4394157;-70.6133587;;3.0;
-33.439415;-70.6581268;;1.0;
-33.4394125;-70.6127881;;2.0;
-33.439411;-70.6070807;;1.0;
-33.43941;-70.64088;;;2.0
-33.4394073;-70.6341553;;1.0;
-33.4393997;-70.6442032;;1.0;
-33.4393997;-70.6414032;;41.0;
-33.4393993;-70.6047125;;1.0;
-33.439399;-70.6414068;4.0;8.0;1.0
-33.4393959;-70.6453018;;2.0;
-33.4393922;-70.6052275;;1.0;
-33.439392;-70.606895;1.0;;
-33.43939186012488;-70.66878318786621;;;1.0
-33.43939;-70.60098;;;1.0
-33.4393868;-70.6206105;;1.0;
-33.4393852;-70.6304339;;1.0;
-33.439384;-70.645439;1.0;;
-33.4393837;-70.6218232;;2.0;
-33.439373;-70.6041107;;4.0;
-33.4393717;-70.6041076;;1.0;
-33.439369;-70.644239;1.0;;
-33.439366;-70.6636707;;1.0;
-33.439365965337;-70.663670711223;1.0;;
-33.43936596533673;-70.66367071122288;;;1.0
-33.4393635;-70.6052275;;1.0;
-33.43936256;-70.6441458801;1.0;;
-33.4393623;-70.6155502;;1.0;
-33.439362;-70.641945;1.0;;
-33.4393542;-70.633899;;2.0;
-33.439348;-70.6052275;;1.0;
-33.439348;-70.6050129;;1.0;
-33.439347;-70.6305677;;8.0;
-33.439346;-70.659447;4.0;8.0;3.0
-33.4393434;-70.6705476;1.0;2.0;1.0
-33.4393407;-70.6470502;;1.0;
-33.4393406625;-70.647050225;1.0;;
-33.43934;-70.67273;;;1.0
-33.439338;-70.610285;1.0;;
-33.439336326472;-70.627478978742;1.0;;
-33.4393363;-70.627479;;1.0;
-33.439331;-70.675774;1.0;;
-33.4393263;-70.6004977;;;2.0
-33.4393239;-70.6017506;1.0;;
-33.4393234;-70.6017532;;2.0;
-33.4393212;-70.6413089;;1.0;
-33.4393202370293;-70.66723823547363;;;1.0
-33.4393196;-70.62146;;1.0;
-33.4393122;-70.6051846;;1.0;
-33.439312;-70.6417542;;4.0;
-33.4393062;-70.6053992;;1.0;
-33.4392892;-70.6258056;;1.0;
-33.439287734174414;-70.60431538857544;;;3.0
-33.4392877;-70.6043154;;3.0;
-33.4392826;-70.6455421;;1.0;
-33.439281030054005;-70.62693270080707;;;1.0
-33.439281;-70.6269327;;1.0;
-33.4392808;-70.6460492;;2.0;
-33.4392787;-70.6604181;;1.0;
-33.439278;-70.631851;1.0;;
-33.4392776;-70.6021805;;3.0;
-33.439277;-70.6317872;;4.0;
-33.4392763;-70.6021823;2.0;3.0;
-33.4392738;-70.6193848;;2.0;
-33.43927;-70.646373;1.0;;
-33.4392631;-70.6303181;;1.0;
-33.4392624;-70.6029205;;1.0;
-33.4392616;-70.6441959;;1.0;
-33.4392591;-70.593502;;4.0;
-33.4392586;-70.5934982;;2.0;
-33.4392548;-70.6003647;;2.0;
-33.43925;-70.6917;;;2.0
-33.4392401;-70.6335074;;1.0;
-33.4392391;-70.6613788;;1.0;
-33.4392296;-70.6291945;;1.0;
-33.4392293;-70.6450386;;3.0;
-33.4392281;-70.6450348;;2.0;
-33.4392253;-70.6002075;1.0;;
-33.439225;-70.6136073;1.0;;
-33.4392242;-70.602951;;1.0;
-33.4392242;-70.6010056;;2.0;
-33.4392154;-70.5880801;;1.0;
-33.43921280227508;-70.6097102165222;1.0;;
-33.439212802275;-70.609710216522;;;1.0
-33.4392128;-70.6363297;;1.0;
-33.439209;-70.6460724;;3.0;
-33.4392078;-70.6460747;1.0;3.0;1.0
-33.4392014;-70.6468353;;9.0;
-33.4392014;-70.636528;;1.0;
-33.4392014;-70.6261978;;1.0;
-33.4392014;-70.6154404;;2.0;
-33.4392004;-70.6365273;1.0;;
-33.4392003;-70.6304764;;1.0;
-33.4391999;-70.6264359;;1.0;
-33.4391994;-70.6304707;1.0;2.0;
-33.4391992;-70.6203447;;2.0;
-33.439199;-70.626429;1.0;1.0;
-33.4391989;-70.5985105;;1.0;
-33.4391975;-70.6409454;;2.0;
-33.4391975;-70.6409421;;1.0;
-33.4391937;-70.601181;;2.0;
-33.43919354454054;-70.64510442831113;1.0;;
-33.439192;-70.6011843;1.0;2.0;2.0
-33.4391899;-70.6409836;;1.0;
-33.4391878;-70.6094602;;1.0;
-33.4391869;-70.64860329999999;1.0;;
-33.4391823;-70.6273956;;1.0;
-33.43918;-70.6743318;;2.0;
-33.4391794;-70.6581118;;4.0;
-33.4391791;-70.6154422;;3.0;
-33.4391785;-70.6154404;;2.0;
-33.439178;-70.599968;1.0;;
-33.439176990660776;-70.66732406616211;;;1.0
-33.439176205197;-70.657148944191;1.0;;
-33.4391762;-70.6571489;;1.0;
-33.439175048243;-70.602890742859;1.0;;1.0
-33.439175;-70.6028907;;2.0;
-33.43917;-70.65854;;;1.0
-33.4391659;-70.6671481;1.0;1.0;
-33.43916;-70.59685;;1.0;
-33.4391594;-70.6262054;;17.0;
-33.4391583;-70.5869865;;1.0;
-33.4391577;-70.6766811;;4.0;4.0
-33.4391577;-70.6262076;1.0;3.0;
-33.4391572;-70.6449117;;1.0;
-33.439156;-70.636314;1.0;;
-33.4391531;-70.6561757;;2.0;
-33.4391523;-70.5869993;;1.0;
-33.4391518;-70.6470108;;1.0;
-33.4391518;-70.6039505;;3.0;
-33.4391515;-70.6470139;;1.0;
-33.4391515;-70.64701389999999;;;1.0
-33.4391502;-70.6561843;;1.0;
-33.4391479;-70.6182175;;5.0;
-33.4391441;-70.6264496;;4.0;
-33.4391438;-70.6123382;;1.0;
-33.4391433;-70.6264505;2.0;2.0;
-33.4391394;-70.6052098;;1.0;
-33.4391375;-70.6182994;;1.0;
-33.439137474774;-70.618299439692;1.0;;
-33.439137214178;-70.658076150989;1.0;;
-33.4391372;-70.6580762;;1.0;
-33.4391365;-70.6346741;;2.0;
-33.4391365;-70.6186829;;1.0;
-33.4391331;-70.6050988;;1.0;
-33.439132;-70.6463131;;1.0;
-33.4391319;-70.6759105;;3.0;1.0
-33.43913;-70.64431;;1.0;
-33.439129;-70.641716;;2.0;2.0
-33.4391266;-70.5993962;;;2.0
-33.4391253;-70.6734372;;4.0;
-33.4391251;-70.673439;;3.0;
-33.4391251;-70.6585236;;5.0;
-33.4391251;-70.6264877;;2.0;
-33.4391225;-70.6575214;;1.0;
-33.4391196;-70.6576105;;1.0;
-33.4391129;-70.6024149;;1.0;
-33.4391022;-70.6529999;;4.0;
-33.4391;-70.66843;;1.0;
-33.4390987;-70.5937778;1.0;2.0;
-33.4390984;-70.6497498;;1.0;
-33.4390984;-70.6295013;;1.0;
-33.4390984;-70.5995407;;1.0;
-33.4390974;-70.5995415;3.0;3.0;3.0
-33.4390971;-70.5875227;;1.0;
-33.439097058511;-70.587522720387;1.0;;
-33.4390952;-70.6307482;;1.0;
-33.4390916;-70.6443599;1.0;;
-33.4390907;-70.6443634;;2.0;
-33.4390888;-70.6470419;;;1.0
-33.4390846;-70.6567072;;2.0;1.0
-33.4390842;-70.6048413;;1.0;
-33.4390838;-70.6869397;1.0;;
-33.439082;-70.606952;;1.0;
-33.43908;-70.59994;;1.0;
-33.4390792;-70.6757402;;1.0;
-33.4390789;-70.6587335;;1.0;
-33.4390778;-70.6454769;;1.0;
-33.43907678408353;-70.58995434669413;;;1.0
-33.4390767;-70.599865;1.0;3.0;
-33.4390755;-70.644165;;2.0;
-33.4390755;-70.5998688;;5.0;
-33.4390724;-70.5904402;1.0;2.0;
-33.4390717;-70.64955140000001;;1.0;
-33.439067925829;-70.60724929327;1.0;;
-33.4390679;-70.6072493;;2.0;
-33.439064;-70.6566467;;14.0;
-33.4390636;-70.6567289;1.0;2.0;
-33.43905730000001;-70.6133488;;;4.0
-33.4390573;-70.6133488;7.0;10.0;4.0
-33.4390564;-70.6133499;;1.0;
-33.4390542;-70.5890463;;3.0;1.0
-33.43905;-70.65726;;;3.0
-33.4390486;-70.6026277;;1.0;
-33.4390466;-70.6676706;;1.0;
-33.439042848462;-70.618243390149;3.0;;
-33.4390428;-70.6182434;;1.0;
-33.43903374405576;-70.65693855285645;;;1.0
-33.4390312;-70.6573425;;2.0;
-33.4390259;-70.6566696;;1.0;
-33.4390232;-70.6666151;;1.0;
-33.4390228;-70.6567697;;1.0;
-33.439022770551;-70.656769686179;1.0;;
-33.4390225;-70.6190948;;1.0;
-33.4390219;-70.635717;;1.0;1.0
-33.4390218;-70.6669291;;2.0;
-33.4390191;-70.6411606;;2.0;
-33.4390144;-70.5997696;;1.0;
-33.439014;-70.666318;1.0;1.0;
-33.4390068;-70.6705017;;3.0;
-33.4390056;-70.6665936;;1.0;
-33.4390044;-70.5930541;;1.0;
-33.439001;-70.6101539;1.0;2.0;
-33.4389997;-70.6588557;;1.0;
-33.4389992;-70.6101532;;4.0;
-33.4389969;-70.5995645;2.0;5.0;2.0
-33.4389962;-70.618345;;1.0;
-33.4389954;-70.6183472;;1.0;
-33.4389954;-70.5995636;;4.0;
-33.4389915;-70.6409607;;1.0;
-33.4389877;-70.6455002;;1.0;
-33.4389873;-70.6438207;;1.0;
-33.4389861;-70.6031717;;1.0;
-33.4389859;-70.6580701;;1.0;
-33.43898588817248;-70.65807014442987;;;1.0
-33.438985888172;-70.65807014443;1.0;;
-33.4389844;-70.6663714;1.0;1.0;
-33.4389768;-70.6154633;;;1.0
-33.438973856442;-70.606215390753;1.0;;
-33.43897385644196;-70.60621539075348;;;1.0
-33.438972;-70.6491815;;2.0;
-33.438962120665;-70.646080970764;12.0;;
-33.43896212066456;-70.65462112426758;;;1.0
-33.4389621;-70.646081;;15.0;
-33.43895690206719;-70.6436984738666;;;1.0
-33.438956902067;-70.643698473867;1.0;;
-33.4389569;-70.6436985;;1.0;
-33.4389534;-70.6417786;1.0;3.0;
-33.4389534;-70.641777;;16.0;
-33.4389524;-70.6453589;;1.0;
-33.438951;-70.6360386;;3.0;
-33.43895;-70.64466;;;1.0
-33.438948;-70.6364095;1.0;1.0;
-33.4389458;-70.6580124;;4.0;
-33.4389458;-70.6020432;;6.0;
-33.4389456;-70.6580143;;4.0;1.0
-33.4389456;-70.65801429999999;1.0;;1.0
-33.4389442;-70.6573449;;3.0;
-33.438944;-70.658998;1.0;1.0;
-33.4389426;-70.67684;;1.0;
-33.43894;-70.63103;1.0;;
-33.438936294842506;-70.63027635977832;;;1.0
-33.4389312;-70.63077140000001;;;1.0
-33.4389312;-70.6307714;1.0;3.0;
-33.4389305;-70.6016464;;1.0;
-33.4389302;-70.6016491;;2.0;
-33.4389301;-70.6363451;1.0;1.0;
-33.43893;-70.65533;1.0;;
-33.4389256;-70.6442002;1.0;3.0;3.0
-33.43892;-70.619998;1.0;;
-33.438917000000004;-70.610365;;3.0;
-33.438917;-70.610365;3.0;;
-33.438915;-70.641167;1.0;3.0;1.0
-33.43891;-70.66666;;;2.0
-33.438908;-70.628395;1.0;;
-33.438908;-70.601891;2.0;;
-33.4389061;-70.5999277;;1.0;
-33.438906067746;-70.599927660996;1.0;;
-33.4389058;-70.6755982;1.0;3.0;
-33.4389038;-70.6253052;;3.0;
-33.4389036;-70.6439499;;1.0;
-33.4389;-70.6421967;;1.0;
-33.4389;-70.6357956;;1.0;
-33.4388989;-70.6274362;;3.0;
-33.4388989;-70.62743619999999;;;3.0
-33.4388976;-70.6632246;1.0;2.0;
-33.4388962;-70.6155777;;2.0;
-33.4388956;-70.61558;;2.0;
-33.4388924;-70.6338577;;6.0;
-33.438890497214;-70.641643489242;1.0;;
-33.4388852;-70.6573113;;1.0;
-33.4388849;-70.60064070000001;1.0;;1.0
-33.4388849;-70.6006407;;3.0;
-33.4388847;-70.6006393;;3.0;
-33.4388847;-70.5951843;;1.0;
-33.4388813;-70.6310234;;1.0;
-33.4388809;-70.6291351;;32.0;
-33.4388809;-70.5904922;;1.0;
-33.438874;-70.659843;1.0;;
-33.438873;-70.6422;1.0;;
-33.4388706;-70.6456316;;1.0;
-33.4388695;-70.6277008;;3.0;
-33.4388695;-70.5924225;;1.0;
-33.4388692;-70.6044455;;3.0;
-33.4388662;-70.6659404;2.0;10.0;2.0
-33.4388657;-70.6659393;;4.0;
-33.4388657;-70.6455536;;3.0;
-33.4388646;-70.64228489999999;;1.0;
-33.4388617;-70.6661342;;2.0;
-33.438859924413;-70.603327294041;2.0;;
-33.4388599;-70.6033273;;2.0;
-33.4388596;-70.6277024;1.0;2.0;
-33.4388577;-70.6280855;;1.0;
-33.4388576;-70.6439245;1.0;1.0;1.0
-33.4388542;-70.6589584;;1.0;
-33.4388542;-70.6413116;;4.0;
-33.4388439;-70.601528;2.0;4.0;4.0
-33.4388419;-70.6661362;1.0;;
-33.438840345516;-70.643812442932;1.0;;
-33.4388403;-70.6438124;;2.0;
-33.4388393;-70.6666881;;2.0;2.0
-33.4388391;-70.6588151;1.0;4.0;3.0
-33.438839;-70.6588135;;1.0;
-33.438831412164;-70.650283740975;1.0;;
-33.4388314;-70.6502837;;1.0;
-33.4388314;-70.6274521;;1.0;
-33.4388313;-70.6155653;;1.0;
-33.4388304;-70.657392;2.0;1.0;2.0
-33.438828;-70.603144;;1.0;
-33.4388276;-70.6587193;;4.0;
-33.4388275;-70.6031418;;1.0;
-33.4388271;-70.6587144;1.0;;
-33.4388237;-70.6699371;;2.0;
-33.4388206;-70.658964;;1.0;
-33.4388205;-70.6611528;3.0;3.0;
-33.4388199;-70.6589661;;7.0;
-33.4388197;-70.6589578;2.0;5.0;3.0
-33.4388177;-70.6045099;;5.0;
-33.4388169;-70.6724436;3.0;;
-33.4388161;-70.6154902;;1.0;
-33.4388161;-70.60448;;1.0;
-33.438816;-70.60448;;1.0;
-33.4388158;-70.6044785;1.0;1.0;1.0
-33.4388123;-70.6007233;;1.0;
-33.4388114;-70.6664655;6.0;6.0;
-33.4388088;-70.6045429;;4.0;
-33.4388008;-70.6447983;;1.0;
-33.438797;-70.642334;;4.0;
-33.438797;-70.641304;;1.0;
-33.438797;-70.6361084;;12.0;
-33.4387958;-70.6361091;3.0;5.0;
-33.438795138457;-70.644776;1.0;;
-33.4387951;-70.644776;;3.0;
-33.438793;-70.6020237;;2.0;
-33.4387912;-70.6353687;;2.0;
-33.43879117914582;-70.63536871958203;;;1.0
-33.43878974244255;-70.6036095807145;;;1.0
-33.4387897;-70.6036096;;1.0;
-33.4387894;-70.6453857;;4.0;
-33.4387891;-70.6453889;;1.0;
-33.4387886;-70.6176657;;1.0;
-33.4387871;-70.6271199;;1.0;
-33.438782;-70.658142;1.0;;
-33.4387817;-70.656662;;1.0;
-33.4387817;-70.6285629;;1.0;
-33.4387812;-70.586843;;3.0;
-33.4387809;-70.6716315;;1.0;
-33.438776;-70.6573586;6.0;17.0;7.0
-33.4387757;-70.6101558;;1.0;
-33.4387741;-70.6573563;;10.0;
-33.4387741;-70.6169662;;5.0;
-33.4387741;-70.6024323;;6.0;
-33.4387728;-70.6024317;;1.0;
-33.4387706;-70.5985817;;1.0;
-33.438768147591;-70.658926913492;1.0;;
-33.4387681;-70.6589269;;1.0;
-33.4387664;-70.6275797;;1.0;
-33.438766;-70.636093;2.0;;
-33.4387652;-70.6594567;;1.0;
-33.438765;-70.655141;1.0;1.0;
-33.4387624;-70.5892811;;2.0;
-33.438762362778;-70.589281084419;1.0;;
-33.4387605;-70.6646192;;;1.0
-33.4387586;-70.6705723;1.0;2.0;
-33.4387572;-70.5977283;1.0;1.0;
-33.438757;-70.645413;1.0;;
-33.438755;-70.5985184;;2.0;
-33.4387467;-70.6647588;;6.0;
-33.4387448;-70.5938695;;1.0;
-33.4387436;-70.6447754;;11.0;
-33.4387436;-70.6410446;;1.0;
-33.4387424;-70.644776;4.0;13.0;4.0
-33.4387411191435;-70.601767041546;;;1.0
-33.43874111914348;-70.60176704154597;1.0;;
-33.438741;-70.602289;1.0;2.0;
-33.4387398;-70.6100082;;1.0;
-33.4387395;-70.6275797;2.0;3.0;
-33.438731729862;-70.65844395846;1.0;;
-33.4387317;-70.658444;;1.0;
-33.4387299;-70.6646433;1.0;;
-33.4387283;-70.6646423;;1.0;
-33.4387255;-70.6449627;;2.0;
-33.438725496592;-70.644962700536;1.0;;
-33.4387245;-70.6338348;;2.0;
-33.4387227;-70.63383189999999;1.0;;
-33.438722;-70.658399;1.0;;
-33.438722;-70.6103811;1.0;4.0;
-33.4387207;-70.6646423;;14.0;
-33.4387207;-70.6103821;;1.0;
-33.4387146;-70.6357115;;1.0;
-33.4387131;-70.5893784;;8.0;
-33.4387127;-70.587969;1.0;3.0;
-33.4387122;-70.5893795;1.0;2.0;
-33.438711;-70.6001149;1.0;;
-33.43871;-70.66416;1.0;;
-33.4387037;-70.6276012;;1.0;
-33.4386992;-70.6767182;;2.0;
-33.4386949;-70.6273432;;1.0;
-33.4386902;-70.6046716;;4.0;
-33.4386826;-70.6511841;;2.0;
-33.4386826;-70.6278687;1.0;2.0;
-33.4386787;-70.6043243;;2.0;
-33.4386711;-70.6072769;;1.0;
-33.43867;-70.64114;1.0;;
-33.438669;-70.6157136;;7.0;
-33.438667223952;-70.664737627689;1.0;;
-33.43866722395173;-70.66473762768928;;;1.0
-33.4386672;-70.6647376;;2.0;
-33.438666905815;-70.641821515344;1.0;;1.0
-33.4386669;-70.6418215;;1.0;
-33.4386665;-70.6022198;;;1.0
-33.438662804347;-70.665502245151;1.0;;
-33.4386628;-70.6655022;;5.0;
-33.4386613;-70.6356508;;1.0;
-33.4386573;-70.6002758;1.0;3.0;
-33.4386573;-70.60027579999999;;;1.0
-33.4386559;-70.6002731;;5.0;
-33.4386559;-70.60027;;3.0;
-33.4386557;-70.6573617;1.0;4.0;
-33.4386535;-70.653877;6.0;8.0;
-33.4386534;-70.6588511;;1.0;
-33.4386449;-70.6649797;;;2.0
-33.438641;-70.6581827;19.0;25.0;21.0
-33.4386406;-70.6581802;;7.0;
-33.43864;-70.61074;1.0;;
-33.43864;-70.60019;;;1.0
-33.438637;-70.6116565;;2.0;
-33.438633;-70.6511917;;1.0;
-33.4386319;-70.6771534;1.0;;
-33.4386313;-70.61012;;;1.0
-33.4386293;-70.6357356;;1.0;
-33.438629;-70.664436;;5.0;
-33.4386253;-70.6485367;;4.0;
-33.4386201;-70.6348608;;5.0;
-33.4386145;-70.6484164;;1.0;
-33.4386139;-70.6484146;;2.0;
-33.4386085;-70.6357384;;1.0;
-33.43860848;-70.63573837;1.0;;
-33.438607;-70.652197;1.0;;
-33.438604002821705;-70.6589126586914;;;1.0
-33.438602;-70.648308;1.0;;
-33.4386005;-70.6289059;;5.0;
-33.4386002;-70.6310412;3.0;2.0;2.0
-33.4385971;-70.6045107;;1.0;
-33.4385948;-70.6767349;;3.0;
-33.4385942;-70.6504279;;1.0;
-33.4385872;-70.6503143;;2.0;
-33.4385834;-70.6501999;;19.0;
-33.4385826;-70.6037134;;2.0;
-33.438582559688;-70.603713439075;1.0;;
-33.4385825;-70.6502002;;4.0;
-33.43858;-70.6767697;;1.0;
-33.4385796;-70.6503448;;4.0;
-33.4385796;-70.6156235;;1.0;
-33.438579;-70.6300876;;1.0;
-33.4385763;-70.6506103;1.0;;
-33.4385748;-70.6446258;;1.0;
-33.4385746;-70.6273184;;1.0;
-33.438574;-70.6297076;;1.0;
-33.43857398920718;-70.62970760502641;;;1.0
-33.43856819095613;-70.6585693359375;1.0;;
-33.4385681;-70.5972214;;2.0;
-33.438568;-70.65863;;3.0;1.0
-33.4385673;-70.6503743;2.0;4.0;2.0
-33.4385643;-70.631585;;1.0;
-33.4385615;-70.6567309;;2.0;1.0
-33.4385605;-70.6503754;;11.0;
-33.4385604;-70.65037590000001;1.0;;1.0
-33.4385604;-70.6503759;4.0;14.0;1.0
-33.438558;-70.6311011;;1.0;
-33.4385567;-70.6311035;;2.0;
-33.4385567;-70.6307983;;1.0;
-33.4385508;-70.607027;1.0;7.0;
-33.438549;-70.5969009;;2.0;
-33.4385489;-70.5892664;;27.0;
-33.4385435;-70.6358094;;1.0;
-33.43854348;-70.63580938;1.0;;
-33.4385414;-70.6511993;;1.0;
-33.4385414;-70.6306229;;17.0;
-33.4385393;-70.6741159;;8.0;
-33.438539291368;-70.674115936611;3.0;;3.0
-33.4385385;-70.6568145;3.0;1.0;3.0
-33.43853692900532;-70.64617745206043;;;1.0
-33.438536929005;-70.64617745206;1.0;;
-33.4385369;-70.6461775;;1.0;
-33.43853237907577;-70.67745208740233;;;1.0
-33.438531;-70.650203;1.0;;
-33.43853;-70.6104507;;1.0;
-33.43853;-70.58813;;;1.0
-33.4385238;-70.6003228;;40.0;
-33.43852294;-70.65047389;1.0;;
-33.4385223;-70.6632462;;5.0;
-33.438522;-70.648254;1.0;;1.0
-33.438521;-70.6705915;1.0;1.0;
-33.438521;-70.6632466;1.0;2.0;1.0
-33.4385207;-70.6630579;;1.0;
-33.438520654113;-70.66305788845;1.0;;1.0
-33.4385203;-70.6292017;1.0;;
-33.43852;-70.63031;1.0;;1.0
-33.4385198;-70.6499856;;9.0;
-33.4385177;-70.6081511;;5.0;
-33.438517114578;-70.662330812495;1.0;;
-33.4385147;-70.6098404;;1.0;
-33.438514;-70.662933;1.0;1.0;
-33.4385125;-70.6593573;1.0;6.0;
-33.4385109;-70.6593552;;5.0;
-33.43851;-70.62965;;;1.0
-33.4385099;-70.6255512;2.0;5.0;
-33.4385076;-70.6262788;;1.0;
-33.4385033;-70.6321921;;2.0;1.0
-33.4385033;-70.6101303;;1.0;
-33.4385;-70.6634751;;;1.0
-33.4384995;-70.6594009;;1.0;
-33.4384995;-70.6501999;;1.0;
-33.4384995;-70.6427002;;1.0;
-33.4384995;-70.6358032;;2.0;
-33.4384995;-70.6003036;;1.0;
-33.438499;-70.650545;1.0;1.0;
-33.4384956;-70.6425476;;3.0;
-33.438484;-70.6500071;;9.0;
-33.4384836;-70.6462502;;1.0;
-33.438482;-70.650323;1.0;1.0;
-33.4384812;-70.5881665;;4.0;2.0
-33.4384811;-70.6632234;;1.0;
-33.4384804;-70.5881653;;9.0;
-33.4384791;-70.662933;2.0;4.0;
-33.4384779;-70.6357559;;1.0;
-33.43847785;-70.63575593;1.0;;
-33.4384768;-70.6631639;;1.0;
-33.438476784315;-70.663163928693;1.0;;
-33.4384765;-70.6322589;1.0;3.0;2.0
-33.438474;-70.656673;;4.0;7.0
-33.4384727;-70.6322479;;1.0;
-33.4384716;-70.6322465;;10.0;
-33.438468;-70.6644792;1.0;2.0;
-33.4384654;-70.6628715;;2.0;
-33.4384651;-70.6628723;;2.0;
-33.4384651;-70.6412811;;1.0;
-33.4384612;-70.6757602;;1.0;
-33.4384599;-70.6499773;1.0;;
-33.4384538;-70.6085585;;1.0;
-33.438453506788;-70.663123267295;;;1.0
-33.4384535;-70.6631233;;1.0;
-33.43844;-70.66216;;;1.0
-33.43844;-70.64906;1.0;;
-33.438438;-70.675087;1.0;1.0;3.0
-33.438438;-70.6424957;;4.0;
-33.4384358;-70.6073572;4.0;;
-33.4384346;-70.6073608;;1.0;
-33.4384143;-70.6000922;;3.0;
-33.4384117;-70.6269531;;5.0;
-33.438411300000006;-70.62548716694499;;;1.0
-33.4384113;-70.626954;;3.0;3.0
-33.4384113;-70.6254872;;1.0;
-33.4384113;-70.625487166945;1.0;;
-33.4384112;-70.6502806;;1.0;
-33.4384079;-70.6003723;;1.0;
-33.4384041;-70.641655;;2.0;
-33.4384041;-70.6334152;;2.0;
-33.4384023;-70.6334137;;1.0;
-33.4384006;-70.646975;;1.0;
-33.4384003;-70.6593018;;2.0;
-33.4384003;-70.6353989;;1.0;
-33.4384003;-70.5940806;;2.0;
-33.438400066309;-70.661589551929;2.0;;
-33.4383981;-70.6013035;;1.0;
-33.438396603214;-70.629116149408;1.0;;
-33.4383965;-70.6358566;;3.0;
-33.4383963;-70.6358535;;3.0;
-33.4383944;-70.6075649;1.0;5.0;
-33.438394;-70.6353931;;1.0;
-33.438393995889;-70.635393137573;1.0;;
-33.43838913140652;-70.65625190734863;;;1.0
-33.438389;-70.663102;1.0;1.0;
-33.4383888;-70.6488876;;1.0;
-33.4383888;-70.6350632;;1.0;
-33.4383888;-70.6288147;1.0;3.0;
-33.4383859;-70.6593388;3.0;;2.0
-33.4383827;-70.6055529;1.0;2.0;
-33.4383819;-70.6635856;1.0;4.0;1.0
-33.4383812;-70.6055527;;3.0;
-33.43838;-70.65935;1.0;;
-33.43838;-70.654972;4.0;;
-33.438376;-70.6481061;;2.0;
-33.438376;-70.605542;1.0;1.0;
-33.4383749;-70.6593799;;;2.0
-33.43837283777325;-70.63612950004195;;;1.0
-33.4383728;-70.6361295;;2.0;
-33.438366;-70.64656;1.0;;
-33.4383627;-70.6618923;;1.0;
-33.4383621;-70.650589;;4.0;
-33.43835941159008;-70.59944265958836;;;1.0
-33.4383594;-70.5994427;;1.0;
-33.4383593;-70.6472639;;1.0;
-33.4383583;-70.6579514;;1.0;
-33.4383583;-70.603363;;2.0;
-33.4383547;-70.6267265;;1.0;
-33.4383545;-70.6289749;;1.0;
-33.4383518;-70.6123896;;1.0;
-33.43835;-70.63451;1.0;;
-33.438348;-70.598484;1.0;1.0;
-33.4383409;-70.5941371;;1.0;
-33.4383392;-70.5886841;;1.0;
-33.4383375;-70.6502885;;1.0;
-33.438332;-70.650696;1.0;;
-33.43833;-70.600442;1.0;;
