latitude;longitude;GoPlaceIt_CL;PortalInmobiliario;Yapo
-33.4478276;-70.6356827;5.0;19.0;4.0
-33.4478264;-70.6356812;;13.0;
-33.4478261;-70.6319654;;1.0;
-33.447825066248;-70.631747245789;1.0;;
-33.4478186;-70.6313078;;1.0;
-33.4478174;-70.6377569;;1.0;
-33.4478143;-70.6343852;;4.0;
-33.4478073;-70.6436996;;1.0;
-33.4478073;-70.6433792;;1.0;
-33.44780716222056;-70.63234806060791;;;1.0
-33.447807;-70.645909;;1.0;
-33.4478069;-70.638303;1.0;4.0;3.0
-33.44780603204334;-70.63444634249723;;;1.0
-33.4478045;-70.6162941;;3.0;
-33.4478035;-70.6312103;;1.0;
-33.4478035;-70.6285553;;3.0;
-33.4478026;-70.6436854;;1.0;
-33.4478017;-70.6343378;;1.0;
-33.4478;-70.6382;;;1.0
-33.4477997;-70.6545029;;1.0;
-33.4477997;-70.6389008;;16.0;
-33.4477993;-70.6388974;12.0;21.0;8.0
-33.4477993;-70.63889739999999;;;6.0
-33.4477993;-70.6388008;1.0;1.0;
-33.4477882;-70.6214447;;3.0;
-33.447788;-70.653618;6.0;1.0;2.0
-33.447788;-70.637764;2.0;1.0;1.0
-33.4477869;-70.6300874;;1.0;
-33.4477844;-70.6420517;;17.0;
-33.4477834;-70.6379188;;1.0;
-33.4477768;-70.6310477;;1.0;
-33.447775;-70.6347568;;1.0;
-33.447772849162;-70.650993142677;1.0;;
-33.44777135415395;-70.64706802368164;1.0;;
-33.44777135415395;-70.64230442047119;;;1.0
-33.4477706;-70.6336655;;2.0;1.0
-33.4477661;-70.6563036;;1.0;
-33.447765;-70.640133;1.0;1.0;
-33.4477575;-70.6270905;;3.0;
-33.447753;-70.662242;1.0;1.0;
-33.4477527;-70.6335689;;3.0;1.0
-33.44775162388662;-70.64962185947306;;;1.0
-33.44775162388662;-70.649611130637;;;1.0
-33.4477516;-70.6496219;;1.0;
-33.4477513;-70.6474161;;1.0;
-33.4477501;-70.638588;;1.0;
-33.447747;-70.6335798;;2.0;
-33.4477463;-70.6532211;;1.0;
-33.4477386;-70.6331787;;3.0;
-33.4477378;-70.6383551;;1.0;
-33.4477348;-70.6487045;;1.0;
-33.4477315;-70.656973;;1.0;
-33.4477288;-70.6407782;;1.0;
-33.4477278;-70.6515959;;4.0;
-33.4477272;-70.6438446;;14.0;
-33.4477218;-70.6670293;4.0;;
-33.447717642026305;-70.6342363357544;;;1.0
-33.447716;-70.642365;2.0;;1.0
-33.4477124;-70.6395544;1.0;1.0;
-33.4477119;-70.6537704;;8.0;
-33.4477043;-70.6613388;;1.0;
-33.44770181788171;-70.66202976865316;;;1.0
-33.4477018;-70.6620298;;1.0;
-33.4477014;-70.6318793;;1.0;
-33.4477005;-70.6359024;;1.0;
-33.4477;-70.6409562;;1.0;
-33.44769974;-70.63585281;1.0;;
-33.4476997;-70.6358528;;1.0;
-33.4476896;-70.6539495;;11.0;
-33.4476852;-70.6373901;;2.0;
-33.44768123292416;-70.64801156994956;;;1.0
-33.447681232924;-70.64801156995;2.0;;
-33.4476812;-70.6480116;;2.0;
-33.4476803;-70.6654726;;;1.0
-33.4476776;-70.6698074;;2.0;
-33.4476776;-70.6425705;;25.0;
-33.44767735790875;-70.63361406326294;;;1.0
-33.447677;-70.646908;2.0;;
-33.4476763;-70.6425686;4.0;10.0;1.0
-33.4476763;-70.64256859999999;;;1.0
-33.4476748;-70.6737639;;1.0;
-33.44767464916928;-70.64963419383132;;;1.0
-33.4476738;-70.6265488;;3.0;
-33.44767280318;-70.653173553687;1.0;;1.0
-33.4476728;-70.6531736;;1.0;
-33.44767;-70.6733932;;1.0;
-33.44767;-70.66062;;;1.0
-33.44767;-70.635284;1.0;;
-33.4476667;-70.6718044;;2.0;
-33.4476662;-70.6313629;;1.0;
-33.4476629;-70.6648056;;;1.0
-33.4476624;-70.6351776;;13.0;
-33.4476619;-70.6351796;10.0;19.0;8.0
-33.4476613353501;-70.6336631316839;;;1.0
-33.4476595;-70.6529796;2.0;3.0;2.0
-33.4476585;-70.6717682;;1.0;
-33.4476585;-70.6540451;;16.0;
-33.44765760000001;-70.6540461;2.0;;1.0
-33.4476576;-70.6540461;3.0;14.0;2.0
-33.44765497783536;-70.64863443374634;;;1.0
-33.4476524;-70.6437292;1.0;2.0;
-33.447652;-70.631876;1.0;;
-33.447651;-70.623542;1.0;;
-33.4476449;-70.6390878;1.0;1.0;
-33.4476449;-70.6368991;2.0;4.0;1.0
-33.4476433;-70.6369019;;3.0;
-33.447643;-70.6369513;;;1.0
-33.4476425;-70.6312299;;1.0;
-33.44764;-70.6528569;5.0;6.0;5.0
-33.44764;-70.63475;;;1.0
-33.4476395;-70.6346664;;1.0;
-33.447638;-70.63936;1.0;1.0;
-33.4476367;-70.634186;;5.0;
-33.447636662267;-70.634185997742;1.0;;
-33.4476364;-70.6347614;1.0;6.0;1.0
-33.4476357;-70.634758;;3.0;
-33.4476318;-70.6369171;;1.0;
-33.447631;-70.639484;1.0;1.0;
-33.4476294;-70.6172676;;2.0;
-33.4476292;-70.6329884;1.0;2.0;2.0
-33.4476281217397;-70.6418752670288;;;1.0
-33.44762812173966;-70.64187526702881;1.0;;
-33.447628;-70.6455231;;55.0;
-33.447628;-70.6336365;;1.0;
-33.447628;-70.6172638;;1.0;
-33.4476272;-70.633051;1.0;1.0;1.0
-33.4476268;-70.6510235;;5.0;
-33.447626763752;-70.651023471308;5.0;;
-33.4476264;-70.6455195;12.0;27.0;16.0
-33.4476264;-70.64551949999999;11.0;;6.0
-33.4476245;-70.633635;2.0;7.0;
-33.4476242;-70.6374969;;3.0;
-33.447624;-70.653511;1.0;;
-33.4476219;-70.6454738;;1.0;
-33.4476204;-70.6523056;;9.0;
-33.4476181;-70.6333354;2.0;;
-33.4476181;-70.63333539999999;;17.0;3.0
-33.4476166;-70.6333389;;14.0;
-33.4476153;-70.6377644;1.0;;
-33.447613;-70.643631;1.0;;
-33.44761021767124;-70.64247608184814;;;1.0
-33.4476065;-70.6333307;;2.0;
-33.44760648489321;-70.63333072651069;;;1.0
-33.4476013;-70.6455002;;1.0;
-33.4476013;-70.6392975;;1.0;
-33.4476013;-70.6367874;;4.0;
-33.447601;-70.643471;2.0;2.0;
-33.4476;-70.64367;2.0;;4.0
-33.4475975;-70.6339035;;1.0;
-33.4475975;-70.6147156;;2.0;
-33.4475937;-70.6529312;;4.0;
-33.4475915;-70.6394097;;1.0;
-33.447590508354374;-70.64700219788364;;;1.0
-33.44759;-70.663686;1.0;;
-33.44759;-70.65231;1.0;;
-33.44759;-70.636696;1.0;;
-33.44759;-70.63343;;;1.0
-33.447582;-70.6573982;;8.0;
-33.4475806;-70.6454059;;4.0;
-33.44758059999999;-70.64540590000001;;;2.0
-33.4475784;-70.6393282;;8.0;
-33.44757837659;-70.639328162896;1.0;;
-33.4475746;-70.6343765;;2.0;
-33.447574409523;-70.635802745819;1.0;;
-33.4475744;-70.6358027;;1.0;
-33.4475726;-70.640984;;1.0;
-33.4475708;-70.6344147;;1.0;
-33.44757;-70.635202;1.0;1.0;
-33.4475698;-70.6323814;;3.0;
-33.44756833521666;-70.6672793203125;;;1.0
-33.4475683;-70.6672793;;4.0;
-33.447567;-70.6453934;;;1.0
-33.4475634;-70.6145164;1.0;;
-33.4475607;-70.6437286;;1.0;
-33.4475594;-70.6219711;;1.0;
-33.447559;-70.645304;1.0;1.0;
-33.447556505443806;-70.64874172210693;;;1.0
-33.447556505443806;-70.64389228820801;;;1.0
-33.447556505443806;-70.64294815063477;;;1.0
-33.4475558;-70.6330003;1.0;;
-33.44755131993144;-70.64276593736757;;;1.0
-33.447551319931;-70.642765937368;1.0;;
-33.4475513;-70.6427659;;2.0;
-33.4475481;-70.6375693;1.0;2.0;
-33.4475479;-70.6392899;;10.0;
-33.4475472;-70.6392924;5.0;9.0;2.0
-33.4475472;-70.63929239999999;;;1.0
-33.4475441;-70.6437302;;1.0;
-33.4475413;-70.6356484;;1.0;1.0
-33.447539;-70.642991;1.0;1.0;
-33.447538601360606;-70.64221858978271;;;1.0
-33.4475365;-70.6375732;;5.0;
-33.4475353;-70.6375737;1.0;4.0;
-33.447535;-70.630702;;1.0;
-33.4475275;-70.6441874;;1.0;
-33.4475269;-70.5928927;;1.0;
-33.4475255;-70.6339718;5.0;6.0;2.0
-33.447525;-70.6339722;;9.0;
-33.447525;-70.5928955;;1.0;
-33.4475212490421;-70.63428494072923;;;1.0
-33.4475212;-70.6342849;;2.0;
-33.44752069727372;-70.64273357391357;;;1.0
-33.44752069727372;-70.64234733581543;1.0;;
-33.447519442263;-70.636868679262;4.0;;
-33.4475194;-70.6368687;;6.0;
-33.447515515113;-70.633051897352;1.0;;1.0
-33.4475155;-70.6330519;;1.0;
-33.4475137;-70.6554603;;1.0;
-33.447513658019;-70.655460258247;1.0;;
-33.4475136;-70.6373913;;7.0;
-33.4475133;-70.6346816;;7.0;
-33.4475110939671;-70.64464434219441;;;1.0
-33.4475098;-70.6469193;;1.0;
-33.4475085;-70.6472691;;3.0;
-33.4475038;-70.6431959;6.0;8.0;8.0
-33.4475035;-70.6472628;;3.0;
-33.447503486606;-70.647262778823;2.0;;
-33.44750348660597;-70.64726277882319;;;1.0
-33.4475021;-70.6431961;;34.0;
-33.4475016;-70.6369002;;1.0;
-33.4475;-70.66738;1.0;;
-33.4475;-70.65199;;;1.0
-33.4474983;-70.6570969;;1.0;
-33.4474983;-70.6373978;;1.0;
-33.4474983;-70.6322021;;1.0;
-33.4474977;-70.647086;;1.0;
-33.4474957;-70.6323951;;3.0;
-33.447493;-70.646895;2.0;2.0;
-33.4474907;-70.6208649;;1.0;
-33.447485;-70.6647292;2.0;3.0;2.0
-33.44748488908884;-70.65977096557617;;;1.0
-33.447484402755;-70.620378149501;6.0;;
-33.4474844;-70.6203781;;5.0;
-33.447481;-70.64858;;1.0;1.0
-33.4474792;-70.6424713;;10.0;
-33.4474783;-70.6593444;;2.0;
-33.4474773;-70.6356428;;;3.0
-33.4474716;-70.616127;;1.0;
-33.4474696;-70.6462216;;1.0;
-33.447468;-70.646912;2.0;;
-33.447466;-70.6326433;1.0;1.0;1.0
-33.4474655;-70.6469887;;1.0;
-33.447463;-70.6322;1.0;;
-33.4474605;-70.6323577;;3.0;
-33.447460472899;-70.632357673587;3.0;;
-33.4474594;-70.619863;;1.0;
-33.447453;-70.6470365;;2.0;
-33.447451;-70.6331252;2.0;2.0;
-33.4474490808892;-70.6361675262451;;;1.0
-33.44744908088917;-70.64711093902588;;;1.0
-33.44744908088917;-70.63616752624512;1.0;;
-33.4474487;-70.6489105;;2.0;
-33.4474471;-70.6489091;5.0;6.0;
-33.4474469;-70.6398877;;1.0;
-33.4474467;-70.6398205;1.0;1.0;
-33.4474411;-70.6455078;;2.0;
-33.4474374;-70.6183913;;25.0;2.0
-33.4474373;-70.6676331;;1.0;
-33.4474373;-70.6468506;;1.0;
-33.4474373;-70.6454849;;1.0;
-33.4474335;-70.6469879;;10.0;
-33.4474333;-70.6450151;;1.0;
-33.447432;-70.6548918;;;1.0
-33.4474312;-70.6514938;2.0;6.0;3.0
-33.44743;-70.659447;1.0;;
-33.4474297;-70.6514969;;5.0;
-33.447429;-70.65308;1.0;;
-33.447428239391;-70.620814561844;1.0;;
-33.4474222;-70.6488656;;;3.0
-33.447422;-70.6466751;;4.0;
-33.447422;-70.646675;1.0;1.0;
-33.4474182;-70.6525726;;2.0;
-33.4474169;-70.642599;;1.0;
-33.4474166036741;-70.6369205601301;3.0;;
-33.4474159;-70.632299;;1.0;
-33.4474144;-70.6495895;;1.0;
-33.44741327267473;-70.64964294433594;;;1.0
-33.4474115;-70.6358453;1.0;12.0;1.0
-33.4474106;-70.635849;;34.0;
-33.4474075;-70.618274;;2.0;
-33.447407;-70.636047;1.0;;
-33.44740432061881;-70.6470787525177;;;1.0
-33.447402;-70.634306;3.0;;
-33.44739984459049;-70.64508318901062;;;1.0
-33.4473991;-70.6469727;;1.0;
-33.4473991;-70.646843;;2.0;
-33.4473991;-70.6449966;;1.0;
-33.4473991;-70.6425476;;5.0;
-33.4473991;-70.6156998;;1.0;
-33.4473988;-70.6329009;;1.0;
-33.4473987;-70.6425454;7.0;11.0;5.0
-33.44739800000001;-70.6468439;1.0;;9.0
-33.447398;-70.6468761;;1.0;
-33.447398;-70.6468439;8.0;23.0;2.0
-33.4473964;-70.6550775;;1.0;
-33.4473954;-70.6396738;1.0;3.0;2.0
-33.4473945;-70.6704983;1.0;2.0;2.0
-33.447393220408166;-70.6452075755102;1.0;;
-33.4473921;-70.6320885;;;1.0
-33.447392;-70.642487;1.0;;
-33.4473915;-70.6320877;;3.0;
-33.4473873;-70.6528995;;2.0;
-33.4473861;-70.6408375;7.0;9.0;8.0
-33.447385438543;-70.640941469794;1.0;;
-33.4473804;-70.6421208;;1.0;
-33.4473801;-70.6511612;;1.0;
-33.4473783;-70.6327255;;;2.0
-33.4473764;-70.63447;;6.0;
-33.4473763;-70.6467366;;1.0;
-33.447376272586;-70.646736611639;1.0;;
-33.447375638209095;-70.64878308242268;;;1.0
-33.4473724;-70.6485825;;1.0;
-33.4473721;-70.642599;;2.0;
-33.4473719;-70.6409053;;2.0;
-33.447371;-70.643808;1.0;1.0;
-33.4473686;-70.6356964;;3.0;
-33.4473686;-70.6322098;;2.0;
-33.4473684;-70.645507;;4.0;
-33.4473674;-70.6157045;;1.0;
-33.447366;-70.662485;2.0;1.0;
-33.447364;-70.6719424;;1.0;
-33.4473633;-70.6531509;;;1.0
-33.447363;-70.620083;2.0;;
-33.447361;-70.651062;;4.0;
-33.4473602;-70.6538501;;2.0;
-33.4473586;-70.633051;;16.0;
-33.4473572;-70.6344604;;11.0;
-33.4473559;-70.6549482;;1.0;
-33.4473559;-70.6344593;7.0;4.0;2.0
-33.4473535;-70.6527488;;1.0;
-33.4473515;-70.6393461;2.0;2.0;3.0
-33.4473495;-70.6252943;;1.0;
-33.4473477;-70.6390564;;3.0;
-33.447346;-70.640989;1.0;;
-33.4473457;-70.6372147;;1.0;
-33.4473419;-70.6282654;;6.0;
-33.44734165620149;-70.65444946289061;;;1.0
-33.4473401;-70.6282665;;5.0;
-33.4473381;-70.6479492;;1.0;
-33.4473381;-70.6390135;;4.0;
-33.4473381;-70.6356964;;1.0;
-33.4473343;-70.6390152;;35.0;
-33.4473336;-70.6390135;6.0;22.0;4.0
-33.4473336;-70.63901349999999;6.0;;4.0
-33.4473315;-70.6176362;;3.0;
-33.4473303;-70.6471357;;1.0;
-33.4473302;-70.6200687;;2.0;
-33.4473278;-70.6546277;;7.0;
-33.4473267;-70.6546249;;40.0;
-33.4473267;-70.6483612;;2.0;
-33.447326;-70.644793;1.0;;
-33.4473228;-70.6320724;;3.0;
-33.4473201;-70.6300742;;3.0;
-33.44732009174709;-70.63007422353678;;;1.0
-33.447318;-70.638575;1.0;;
-33.447313735645;-70.672057907393;1.0;;
-33.44731373564487;-70.67205790739331;;;1.0
-33.4473137;-70.6720579;;2.0;
-33.447309;-70.6452161;;1.0;
-33.4473076;-70.6454926;;24.0;
-33.4473067;-70.6456026;;1.0;
-33.4473067;-70.6454963;3.0;20.0;
-33.4473067;-70.64549629999999;1.0;;3.0
-33.4473;-70.6505966;;1.0;
-33.4473;-70.6468964;;1.0;
-33.4473;-70.6455002;;1.0;
-33.4473;-70.64496;;;1.0
-33.4473;-70.6390991;;1.0;
-33.4472961;-70.6522827;;1.0;
-33.4472961;-70.646698;;1.0;
-33.4472944;-70.6160729;;1.0;
-33.4472929;-70.6355818;;2.0;
-33.4472918;-70.6410297;1.0;;
-33.4472885;-70.6549149;;1.0;
-33.4472873;-70.6410047;;2.0;
-33.4472847;-70.6329727;;17.0;
-33.4472847;-70.6197128;;2.0;
-33.447284;-70.6329722;1.0;2.0;
-33.4472824;-70.6711875;;1.0;
-33.447281;-70.645271;1.0;;
-33.4472809;-70.635643;;2.0;
-33.44728;-70.64454;;;3.0
-33.44728;-70.61662;1.0;;
-33.4472797;-70.6164046;;5.0;
-33.4472778;-70.643756;;1.0;
-33.4472762;-70.6161863;;2.0;
-33.44727;-70.65009;1.0;;
-33.4472618;-70.662178;;2.0;
-33.4472618;-70.6469136;8.0;40.0;5.0
-33.4472618;-70.64691359999999;1.0;;22.0
-33.4472618;-70.6469116;;24.0;
-33.447254;-70.635414;2.0;1.0;
-33.44725053129687;-70.64075604392723;;;1.0
-33.4472505;-70.640756;;2.0;
-33.44725;-70.64695;2.0;;
-33.4472476;-70.6540003;2.0;6.0;1.0
-33.4472476;-70.65400029999999;;;2.0
-33.4472466;-70.6548615;;22.0;
-33.4472466;-70.6539993;;4.0;
-33.447242;-70.6170998;1.0;1.0;
-33.4472406;-70.6468931;;1.0;
-33.4472389;-70.6439667;;1.0;
-33.4472379;-70.6455609;;2.0;
-33.4472351;-70.6537781;;8.0;
-33.447234;-70.649759;3.0;3.0;
-33.447231;-70.645518;1.0;1.0;
-33.4472283;-70.6226198;;2.0;
-33.4472275;-70.6384583;;2.0;
-33.447227;-70.64006;1.0;;
-33.4472222;-70.6225901;;3.0;
-33.44721872955777;-70.65369218962948;;;1.0
-33.4472187;-70.6536922;;1.0;
-33.4472156;-70.6422161;;1.0;
-33.4472136;-70.6283271;1.0;1.0;
-33.44721;-70.63849;;2.0;
-33.44721;-70.635174;;1.0;
-33.4472087;-70.6384867;;5.0;2.0
-33.447208404541;-70.638488769531;1.0;;
-33.4472084;-70.6384888;;2.0;
-33.447206;-70.649035;4.0;4.0;4.0
-33.4472032;-70.6486185;1.0;1.0;
-33.4472008;-70.6486053;;2.0;
-33.4472008;-70.6483994;;10.0;
-33.4472008;-70.6421967;;1.0;
-33.4471998;-70.6484014;4.0;17.0;4.0
-33.4471987;-70.6549402;;;1.0
-33.44719842307762;-70.64852714538573;;;1.0
-33.44719842307762;-70.64663887023926;;;1.0
-33.4471964;-70.6158799;6.0;9.0;
-33.4471951;-70.6355649;;1.0;2.0
-33.4471951;-70.63556489999999;2.0;;
-33.4471937;-70.6497261;1.0;5.0;1.0
-33.4471883;-70.6488565;1.0;2.0;1.0
-33.4471862;-70.6405724;2.0;3.0;2.0
-33.4471855;-70.6355667;;2.0;
-33.4471855;-70.6261063;;3.0;
-33.4471855;-70.6202698;;1.0;
-33.4471849;-70.638562;;1.0;
-33.4471833;-70.6578853;;3.0;
-33.4471817;-70.6436081;;1.0;
-33.4471796;-70.6679763;;1.0;
-33.4471789;-70.635319;1.0;4.0;
-33.447178;-70.658524;;4.0;5.0
-33.4471779;-70.6353226;;4.0;
-33.4471764;-70.653038;;1.0;
-33.447175;-70.642182;1.0;;
-33.447174604569;-70.654110980714;1.0;;1.0
-33.4471746;-70.654111;;2.0;
-33.4471744;-70.6375077;1.0;;
-33.447174;-70.635094;1.0;;
-33.4471703;-70.6486816;;3.0;
-33.4471703;-70.6355591;;2.0;
-33.4471703;-70.6238022;;2.0;
-33.44717;-70.638565;2.0;;1.0
-33.4471664;-70.6483917;;4.0;
-33.447163637796;-70.639735044511;7.0;;
-33.4471636;-70.639735;;6.0;
-33.44716261475969;-70.64481496810913;;;1.0
-33.4471626;-70.6460114;;1.0;
-33.447159;-70.648697;2.0;;
-33.4471589;-70.6480814;9.0;20.0;10.0
-33.4471588;-70.6487274;;1.0;
-33.4471588;-70.6480789;;52.0;
-33.447156646796;-70.651384591838;1.0;;
-33.4471566;-70.6513846;;1.0;
-33.4471522;-70.6529423;;2.0;
-33.447152198183;-70.652942280571;1.0;;
-33.4471482;-70.648507;1.0;;1.0
-33.4471436;-70.646843;;7.0;
-33.447134;-70.649579;1.0;1.0;
-33.4471322;-70.6357016;2.0;2.0;
-33.4471308;-70.63835;;1.0;
-33.447129;-70.6399;3.0;4.0;1.0
-33.4471283;-70.6399002;;4.0;
-33.4471283;-70.6186447;;2.0;
-33.447126806426986;-70.64517974853516;;;1.0
-33.447126806426986;-70.64260482788085;;;1.0
-33.4471251;-70.6240236;1.0;;
-33.4471249;-70.67064;3.0;8.0;6.0
-33.4471207;-70.6349487;;1.0;
-33.4471188;-70.6349473;2.0;2.0;2.0
-33.4471175;-70.6469722;;3.0;
-33.447117495268;-70.646972186179;2.0;;
-33.447117241905;-70.642351461971;1.0;;
-33.4471172;-70.6423515;;1.0;
-33.4471169;-70.6487503;;22.0;
-33.4471156;-70.6484569;1.0;;1.0
-33.4471155;-70.6487498;4.0;28.0;
-33.4471155;-70.64874979999999;3.0;;3.0
-33.4471092;-70.648468;;1.0;
-33.4471057;-70.630425;;1.0;
-33.4471054;-70.648674;;4.0;
-33.4471054;-70.6422501;;6.0;
-33.447105;-70.6422483;14.0;17.0;9.0
-33.4471016;-70.6486969;;2.0;
-33.4471016;-70.6389999;;1.0;
-33.4470983;-70.6607734;;;1.0
-33.4470913;-70.6302978;;2.0;
-33.4470859;-70.6403839;;2.0;
-33.4470846;-70.6432212;;7.0;
-33.4470825;-70.6437607;;1.0;
-33.447079;-70.6390219;;2.0;
-33.4470787;-70.6390228;;2.0;
-33.4470776;-70.6390268;;3.0;
-33.447077569945;-70.639026761055;1.0;;
-33.447076847920734;-70.64185039154053;;;1.0
-33.4470768;-70.6418504;;2.0;
-33.4470753;-70.6397784;;1.0;
-33.4470749;-70.6140366;;9.0;
-33.4470738;-70.6488877;1.0;2.0;1.0
-33.4470711;-70.6661301;;2.0;
-33.447068558364045;-70.65376325977829;;;1.0
-33.4470685;-70.6294065;;3.0;
-33.4470673;-70.5939636;;1.0;
-33.4470672;-70.6692837;2.0;2.0;2.0
-33.4470605;-70.6371202;;3.0;
-33.4470597;-70.6505647;1.0;1.0;
-33.4470597;-70.648376;1.0;2.0;
-33.4470597;-70.6453254;;2.0;
-33.4470596;-70.6371231;;1.0;
-33.4470583;-70.6209405;;1.0;
-33.44705518971721;-70.65011501312256;;;1.0
-33.447053;-70.6483756;;3.0;1.0
-33.4470523;-70.6487203;;2.0;
-33.447052252312;-70.648720264435;1.0;;
-33.4470515;-70.6483282;1.0;2.0;3.0
-33.4470454;-70.6483974;4.0;3.0;
-33.4470435;-70.6478489;;9.0;
-33.447043470748;-70.647848941994;1.0;;
-33.4470406;-70.6487885;;2.0;
-33.4470406;-70.6482697;;3.0;
-33.447037;-70.643936;;3.0;
-33.447036743164;-70.643936157227;1.0;;
-33.4470367;-70.6439362;;14.0;
-33.4470362;-70.6439392;1.0;4.0;1.0
-33.4470362;-70.64393919999999;;;1.0
-33.4470358;-70.6488545;;1.0;
-33.4470349;-70.6485996;1.0;1.0;
-33.4470336;-70.6392978;;1.0;
-33.44703355618306;-70.63929781415555;;;1.0
-33.4470291;-70.6456451;;8.0;
-33.447026;-70.6483421;;2.0;
-33.4470249;-70.648178;;3.0;
-33.4470233;-70.6170176;;;1.0
-33.447022;-70.6235635;;4.0;
-33.4470215;-70.6303253;;2.0;
-33.44701532855448;-70.6397698459429;;;1.0
-33.4470153;-70.6397698;;1.0;
-33.4470137;-70.63973709999999;;;1.0
-33.4470103;-70.6486722;;1.0;
-33.447010284397;-70.648672249414;1.0;;
-33.44701;-70.647247;1.0;;
-33.44701;-70.6397781;;3.0;
-33.4470081;-70.6485704;;1.0;
-33.4470081;-70.6483616;;4.0;
-33.447008074899;-70.648570427272;1.0;;
-33.447008074899;-70.648361634064;4.0;;
-33.4470075;-70.6488709;;1.0;
-33.4470062;-70.6279907;;2.0;
-33.4470046;-70.6391214;;1.0;
-33.44700458033984;-70.63912143723027;;;1.0
-33.4470037;-70.6436954;;;1.0
-33.4470026;-70.6397235;2.0;6.0;5.0
-33.4470007;-70.6484251;;1.0;
-33.447000684451;-70.648425057922;1.0;;
-33.446999;-70.647995;5.0;;
-33.4469986;-70.6397018;;2.0;
-33.4469944;-70.6188757;;1.0;
-33.4469933;-70.6480653;;1.0;
-33.44699;-70.62874;;;1.0
-33.4469874;-70.7310406;;;2.0
-33.4469836;-70.6400514;;1.0;
-33.44698357294833;-70.63907504081726;;;1.0
-33.446983572948;-70.640051364899;1.0;;
-33.4469834;-70.6521752;2.0;2.0;1.0
-33.4469833;-70.657692;;1.0;
-33.4469833;-70.652092;;1.0;
-33.446983;-70.639;1.0;;
-33.4469822;-70.6399372;;1.0;
-33.4469822;-70.63993719999999;;;1.0
-33.4469821;-70.6520951;;5.0;3.0
-33.446982;-70.6399363;;1.0;1.0
-33.4469808;-70.6440283;;1.0;
-33.4469806;-70.6168878;;1.0;
-33.4469795;-70.6287689;;5.0;
-33.4469795;-70.61689;;2.0;
-33.446977;-70.6287905;3.0;4.0;2.0
-33.4469765;-70.634722;3.0;14.0;1.0
-33.4469759;-70.6184156;1.0;3.0;1.0
-33.4469757;-70.6386032;;29.0;
-33.4469757;-70.637619;;42.0;
-33.4469757;-70.6347198;;1.0;
-33.4469757;-70.6287918;;15.0;
-33.4469754;-70.6385996;;3.0;
-33.4469754;-70.63859959999999;;;1.0
-33.4469715;-70.6483904;;1.0;
-33.4469709;-70.6337399;;;1.0
-33.44697;-70.6481;;;5.0
-33.446969;-70.645592;1.0;1.0;
-33.446969;-70.632931;1.0;;
-33.4469681;-70.6454391;;2.0;
-33.4469667;-70.6480653;;1.0;
-33.446966692298;-70.648065306746;1.0;;
-33.446966;-70.648066;1.0;2.0;
-33.4469643;-70.6479568;;1.0;
-33.4469612;-70.6481043;;1.0;
-33.4469604;-70.6484604;;1.0;
-33.44696;-70.64242;;;1.0
-33.446958;-70.6512858;;;2.0
-33.446957;-70.636177;;1.0;1.0
-33.4469549;-70.6196027;;2.0;
-33.4469528;-70.6455231;;2.0;
-33.4469528;-70.6448059;;9.0;
-33.4469526;-70.6448052;1.0;4.0;2.0
-33.4469523;-70.6455195;;4.0;
-33.4469523;-70.64551949999999;;;1.0
-33.4469491;-70.6478864;;1.0;
-33.4469491;-70.620189;;1.0;
-33.446947764541704;-70.62855005264282;1.0;;
-33.4469466;-70.6423821;1.0;3.0;
-33.4469462;-70.6438468;;1.0;
-33.446944;-70.64254;1.0;1.0;
-33.4469438;-70.64254;1.0;;
-33.44694328848983;-70.6488436460495;;;1.0
-33.4469418;-70.630429;;1.0;
-33.4469414;-70.6223679;;1.0;
-33.4469401;-70.6338202;;1.0;
-33.446939;-70.639045;;1.0;
-33.4469382;-70.6428242;7.0;18.0;2.0
-33.4469382;-70.64282419999999;1.0;;2.0
-33.4469379;-70.6523431;1.0;2.0;1.0
-33.4469376;-70.6523438;;8.0;
-33.4469376;-70.6428223;;14.0;
-33.4469376;-70.6338196;;2.0;
-33.446924;-70.648136;1.0;1.0;
-33.4469231;-70.6707901;;;1.0
-33.4469223;-70.6707993;;2.0;
-33.4469223;-70.6479187;;2.0;
-33.4469214;-70.6707997;;1.0;
-33.44692;-70.64859;;;3.0
-33.4469147;-70.6395264;;2.0;
-33.4469119561203;-70.64372062683105;;;1.0
-33.4469096;-70.6528911;2.0;3.0;
-33.4469082;-70.6479634;;1.0;
-33.446907;-70.638451;1.0;;
-33.44690110000001;-70.67093280000002;;;2.0
-33.4469011;-70.6709328;2.0;2.0;
-33.4468994;-70.6509628;;2.0;
-33.4468994;-70.6473999;;1.0;
-33.4468993;-70.6388819;;1.0;
-33.4468956;-70.6139603;;2.0;
-33.4468915;-70.6344055;;1.0;
-33.44689;-70.6484;;;5.0
-33.44689;-70.63902;;;1.0
-33.4468886;-70.6389739;;;1.0
-33.446888;-70.6707687;;1.0;
-33.4468873;-70.651265;3.0;8.0;3.0
-33.446884;-70.642548;1.0;;
-33.4468835;-70.6335058;1.0;3.0;2.0
-33.446882;-70.6471656;;1.0;
-33.4468807;-70.6456258;;1.0;
-33.4468796;-70.65131475;;;1.0
-33.4468796;-70.6513147475;1.0;;
-33.4468777;-70.6510323;;1.0;
-33.4468758;-70.6473649;;1.0;
